Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
15 5 -6.0047874 0.0 -23.2118 7.18243 -16.3428 331.081 -2696.5 332.451 -2700.9 0.0 332.451 -2700.9 45.9654 -23.2118 -2345.6953 30.6768 30.6768
15 6 -6.0047874 0.0 -23.2118 7.18243 -16.3428 331.081 -2696.5 332.451 -2700.9 0.0 332.451 -2700.9 45.9654 -23.2118 -2345.6953 30.6768 30.6768
15 7 -6.0047874 0.0 -23.2118 7.18243 -16.3428 331.081 -2696.5 332.451 -2700.9 0.0 332.451 -2700.9 45.9654 -23.2118 -2345.6953 30.6768 30.6768
16 0 -6.202328 0.0 -25.7913 7.0459 -13.8609 331.081 -2696.5 332.503 -2697.95 0.0 332.503 -2697.95 41.3739 -25.7913 -2349.8645 30.5141 30.5141
16 1 -6.202328 0.0 -25.7913 7.0459 -13.8609 331.081 -2696.5 332.503 -2697.95 0.0 332.503 -2697.95 41.3739 -25.7913 -2349.8645 30.5141 30.5141
16 2 -6.20731 0.0 -25.8242 7.04136 -13.8471 331.081 -2696.5 332.52 -2698.0 0.0 332.52 -2698.0 41.4441 -25.8242 -2349.86 30.5504 30.5504
16 3 -6.20731 0.0 -25.8242 7.04136 -13.8471 331.081 -2696.5 332.52 -2698.0 0.0 332.52 -2698.0 41.4441 -25.8242 -2349.86 30.5504 30.5504
16 4 -6.20731 0.0 -25.8242 7.04136 -13.8471 331.081 -2696.5 332.52 -2698.0 0.0 332.52 -2698.0 41.4441 -25.8242 -2349.86 30.5504 30.5504
16 5 -6.203036 0.0 -25.8052 7.04344 -13.8539 331.081 -2696.5 332.505 -2697.94 0.0 332.505 -2697.94 41.3866 -25.8052 -2349.8535 30.5108 30.5108
16 6 -6.203036 0.0 -25.8052 7.04344 -13.8539 331.081 -2696.5 332.505 -2697.94 0.0 332.505 -2697.94 41.3866 -25.8052 -2349.8535 30.5108 30.5108
16 7 -6.203036 0.0 -25.8052 7.04344 -13.8539 331.081 -2696.5 332.505 -2697.94 0.0 332.505 -2697.94 41.3866 -25.8052 -2349.8535 30.5108 30.5108
17 0 -5.9862456 0.0 -19.4749 7.20545 -14.22 331.081 -2696.5 331.141 -2702.19 0.0 331.141 -2702.19 40.6779 -19.4749 -2349.8462 28.5926 28.5926
17 1 -5.981598 0.0 -19.4145 7.20801 -14.2319 331.081 -2696.5 331.144 -2702.22 0.0 331.144 -2702.22 40.7422 -19.4145 -2349.7483 28.6098 28.6098
17 2 -5.981598 0.0 -19.4145 7.20801 -14.2319 331.081 -2696.5 331.144 -2702.22 0.0 331.144 -2702.22 40.7422 -19.4145 -2349.7483 28.6098 28.6098
17 3 -5.981598 0.0 -19.4145 7.20801 -14.2319 331.081 -2696.5 331.144 -2702.22 0.0 331.144 -2702.22 40.7422 -19.4145 -2349.7483 28.6098 28.6098
17 4 -5.981598 0.0 -19.4145 7.20801 -14.2319 331.081 -2696.5 331.144 -2702.22 0.0 331.144 -2702.22 40.7422 -19.4145 -2349.7483 28.6098 28.6098
17 5 -5.9548063 0.0 -19.0508 7.21346 -14.2306 331.081 -2696.5 331.154 -2702.35 0.0 331.154 -2702.35 40.7943 -19.0508 -2349.4526 28.6903 28.6903
17 6 -5.9548063 0.0 -19.0508 7.21346 -14.2306 331.081 -2696.5 331.154 -2702.35 0.0 331.154 -2702.35 40.7943 -19.0508 -2349.4526 28.6903 28.6903
