Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
16 0 -6.1483116 0.0 -22.4315 6.20574 -10.9732 331.081 -2696.5 331.331 -2698.86 0.0 331.331 -2698.86 15.3025 -22.4315 -2374.658 23.4825 23.4825
16 1 -6.1483116 0.0 -22.4315 6.20574 -10.9732 331.081 -2696.5 331.331 -2698.86 0.0 331.331 -2698.86 15.3025 -22.4315 -2374.658 23.4825 23.4825
16 2 -6.1483116 0.0 -22.4315 6.20574 -10.9732 331.081 -2696.5 331.331 -2698.86 0.0 331.331 -2698.86 15.3025 -22.4315 -2374.658 23.4825 23.4825
16 3 -6.1613483 0.0 -22.6067 6.20035 -10.9705 331.081 -2696.5 331.3 -2698.76 0.0 331.3 -2698.76 15.409 -22.6067 -2374.6577 23.5572 23.5572
16 4 -6.1613483 0.0 -22.6067 6.20035 -10.9705 331.081 -2696.5 331.3 -2698.76 0.0 331.3 -2698.76 15.409 -22.6067 -2374.6577 23.5572 23.5572
16 5 -6.1483603 0.0 -22.4756 6.20705 -10.9701 331.081 -2696.5 331.352 -2698.82 0.0 331.352 -2698.82 15.3371 -22.4756 -2374.6064 23.5189 23.5189
16 6 -6.1483603 0.0 -22.4756 6.20705 -10.9701 331.081 -2696.5 331.352 -2698.82 0.0 331.352 -2698.82 15.3371 -22.4756 -2374.6064 23.5189 23.5189
16 7 -6.1483603 0.0 -22.4756 6.20705 -10.9701 331.081 -2696.5 331.352 -2698.82 0.0 331.352 -2698.82 15.3371 -22.4756 -2374.6064 23.5189 23.5189
17 0 -6.7801566 0.0 -38.9885 6.16539 -10.9784 331.081 -2696.5 329.475 -2680.79 0.0 329.475 -2680.79 15.7667 -38.9885 -2374.5366 11.2948 11.2948
17 1 -6.5763564 0.0 -33.1511 6.34847 -10.9104 331.081 -2696.5 329.396 -2686.01 0.0 329.396 -2686.01 15.7077 -33.1511 -2374.0574 12.3593 12.3593
